Physical Time: Physical Time (s);Particle Mass Flow 1 Monitor: Particle Mass Flow of Mass Flow Rate of Quarzmehl (kg/s);;dt;;;
5,95;7,03E-05;0,073818268;0,001;7,03E-08;;
5,951;7,51E-05;0,073893359;0,001;7,51E-08;;
5,952;7,55E-05;0,07396889;0,001;7,55E-08;;
5,953;7,25E-05;0,074041346;0,001;7,25E-08;;
5,954;6,81E-05;0,074109411;0,001;6,81E-08;;
5,955;7,60E-05;0,074185381;0,001;7,60E-08;;
5,956;6,72E-05;0,074252568;0,001;6,72E-08;;
5,957;6,72E-05;0,074319755;0,001;6,72E-08;;
5,958;6,46E-05;0,074384307;0,001;6,46E-08;;
5,959;7,47E-05;0,074458959;0,001;7,47E-08;;
5,96;7,29E-05;0,074531855;0,001;7,29E-08;;
5,961;8,08E-05;0,074612655;0,001;8,08E-08;;
5,962;7,68E-05;0,074689503;0,001;7,68E-08;;
5,963;7,86E-05;0,074768107;0,001;7,86E-08;;
5,964;6,59E-05;0,074833977;0,001;6,59E-08;;
5,965;7,29E-05;0,074906872;0,001;7,29E-08;;
5,966;7,03E-05;0,074977133;0,001;7,03E-08;;
5,967;6,81E-05;0,075045198;0,001;6,81E-08;;
5,968;7,20E-05;0,075117216;0,001;7,20E-08;;
5,969;7,25E-05;0,075189672;0,001;7,25E-08;;
5,97;7,99E-05;0,075269594;0,001;7,99E-08;;
5,971;8,56E-05;0,075355225;0,001;8,56E-08;;
5,972;7,07E-05;0,075425925;0,001;7,07E-08;;
5,973;6,54E-05;0,075491355;0,001;6,54E-08;;
5,974;7,82E-05;0,07556952;0,001;7,82E-08;;
5,975;8,21E-05;0,075651638;0,001;8,21E-08;;
5,976;7,64E-05;0,075728046;0,001;7,64E-08;;
5,977;8,26E-05;0,075810603;0,001;8,26E-08;;
5,978;7,42E-05;0,075884816;0,001;7,42E-08;;
5,979;8,21E-05;0,075966933;0,001;8,21E-08;;
5,98;7,64E-05;0,076043342;0,001;7,64E-08;;
5,981;7,64E-05;0,076119751;0,001;7,64E-08;;
5,982;7,07E-05;0,076190451;0,001;7,07E-08;;
5,983;6,63E-05;0,076256759;0,001;6,63E-08;;
5,984;6,98E-05;0,076326581;0,001;6,98E-08;;
5,985;7,73E-05;0,076403868;0,001;7,73E-08;;
5,986;8,43E-05;0,076488181;0,001;8,43E-08;;
5,987;8,56E-05;0,076573812;0,001;8,56E-08;;
5,988;8,96E-05;0,076663394;0,001;8,96E-08;;
5,989;8,61E-05;0,076749464;0,001;8,61E-08;;
5,99;8,12E-05;0,076830703;0,001;8,12E-08;;
5,991;7,90E-05;0,076909746;0,001;7,90E-08;;
5,992;8,39E-05;0,07699362;0,001;8,39E-08;;
5,993;8,21E-05;0,077075738;0,001;8,21E-08;;
5,994;7,73E-05;0,077153025;0,001;7,73E-08;;
5,995;8,30E-05;0,07723602;0,001;8,30E-08;;
5,996;8,74E-05;0,077323407;0,001;8,74E-08;;
5,997;8,48E-05;0,077408159;0,001;8,48E-08;;
5,998;7,86E-05;0,077486764;0,001;7,86E-08;;
5,999;7,90E-05;0,077565807;0,001;7,90E-08;;
6;7,99E-05;0,077645729;0,001;7,99E-08;;
6,001;7,73E-05;0,077723016;0,001;7,73E-08;;
6,002;7,25E-05;0,077795472;0,001;7,25E-08;;
6,003;7,42E-05;0,077869686;0,001;7,42E-08;;
6,004;7,60E-05;0,077945655;0,001;7,60E-08;;
6,005;7,60E-05;0,078021625;0,001;7,60E-08;;
6,006;8,12E-05;0,078102864;0,001;8,12E-08;;
6,007;7,90E-05;0,078181907;0,001;7,90E-08;;
6,008;7,60E-05;0,078257877;0,001;7,60E-08;;
6,009;7,99E-05;0,078337799;0,001;7,99E-08;;
6,01;8,12E-05;0,078419038;0,001;8,12E-08;;
6,011;8,21E-05;0,078501155;0,001;8,21E-08;;
6,012;8,39E-05;0,078585029;0,001;8,39E-08;;
6,013;8,34E-05;0,078668464;0,001;8,34E-08;;
6,014;8,96E-05;0,078758046;0,001;8,96E-08;;
6,015;9,18E-05;0,078849825;0,001;9,18E-08;;
6,016;8,12E-05;0,078931064;0,001;8,12E-08;;
6,017;7,47E-05;0,079005716;0,001;7,47E-08;;
6,018;8,43E-05;0,079090029;0,001;8,43E-08;;
6,019;7,82E-05;0,079168194;0,001;7,82E-08;;
6,02;8,43E-05;0,079252507;0,001;8,43E-08;;
6,021;8,56E-05;0,079338138;0,001;8,56E-08;;
6,022;7,64E-05;0,079414546;0,001;7,64E-08;;
6,023;8,04E-05;0,079494907;0,001;8,04E-08;;
6,024;6,81E-05;0,079562973;0,001;6,81E-08;;
6,025;7,11E-05;0,079634112;0,001;7,11E-08;;
6,026;6,32E-05;0,079697346;0,001;6,32E-08;;
6,027;6,54E-05;0,079762777;0,001;6,54E-08;;
6,028;6,50E-05;0,079827768;0,001;6,50E-08;;
6,029;7,25E-05;0,079900225;0,001;7,25E-08;;
6,03;6,72E-05;0,079967412;0,001;6,72E-08;;
6,031;6,32E-05;0,080030646;0,001;6,32E-08;;
6,032;6,67E-05;0,080097394;0,001;6,67E-08;;
6,033;7,25E-05;0,080169851;0,001;7,25E-08;;
6,034;7,60E-05;0,08024582;0,001;7,60E-08;;
6,035;7,38E-05;0,080319594;0,001;7,38E-08;;
6,036;7,16E-05;0,080391173;0,001;7,16E-08;;
6,037;7,38E-05;0,080464946;0,001;7,38E-08;;
6,038;7,29E-05;0,080537842;0,001;7,29E-08;;
;;;;;;
;;;Summe;;;
